     a                  b                  c                   d               e                f
    0.035776         0.022357         0.074497          -29.29878         -36.067074         50.42683
    0.035652         -0.024106         0.066433          -25.945122         -34.085365         46.524391
    0.038092         -0.023387         0.053342          -23.75         -31.67683         44.146343
    0.03106         0.007267         0.032517          -22.804878         -29.817074         42.378048
    0.045551         -0.003171         0.027381          -21.95122         -29.146341         38.5061
    0.040152         0.009182         0.039874          -20.823172         -28.445122         36.402439
    0.025676         0.042307         0.046743          -19.634148         -26.615854         33.5061
    0.009994         0.018025         0.021379          -17.164635         -24.817074         28.20122
    0.023034         -0.003158         0.006556          -13.780488         -24.054878         23.109756
    0.02292         0.039075         0.014229          -10.396341         -23.475611         20.853659
    0.020289         0.040049         0.017633          -6.52439         -22.164635         15.213415
    0.020723         0.01036         0.020943          -4.146341         -20.975611         9.512196
    0.030446         -0.014954         0.018512          -3.932927         -19.573172         5.731708
    0.027286         -0.036573         0.020278          -4.207317         -17.774391         2.713415
    0.003665         -0.057579         0.018957          -5.54878         -15.945123         1.219512
    -0.006248         -0.058368         0.006377          -5.70122         -13.780488         0
    0.000471         -0.056069         -0.003297          -4.115854         -11.79878         -0.609756
    0.000962         -0.041144         -0.002638          -2.317073         -9.847561         -0.518293
    -0.01173         -0.02608         -0.013634          -0.945122         -8.170732         0.060976
    -0.020517         -0.014223         -0.035516          -0.823171         -7.195122         -0.27439
    -0.011335         -0.017628         -0.033491          -0.152439         -7.103659         -0.945122
    0.00519         -0.000236         -0.03441          1.158537         -7.530488         -1.128049
    0.002589         0.006843         -0.034559          2.22561         -8.323171         -1.371951
    -0.006522         -0.010346         -0.01339          2.134146         -8.780488         -1.615854
    -0.007757         -0.011597         -0.002313          2.073171         -8.20122         -2.073171
    0.000826         -0.019239         0.004009          3.140244         -7.347561         -2.957317
    0.011598         -0.024375         0.025668          4.146341         -5.884147         -3.04878
    -0.000683         -0.036492         0.045339          3.018293         -2.926829         -1.310976
    -0.018124         0.012017         0.001701          2.22561         -0.640244         0.762195
    -0.01782         0.024848         -0.020514          0.609756         0.335366         -0.609756
    -0.003709         -0.005122         -0.025591          -0.609756         0.579268         -2.012195
    -0.002381         0.002348         -0.019301          0.914634         0.396341         -0.823171
    -0.008936         0.010277         -0.002355          1.981707         0.548781         -0.152439
    -0.013204         0.000214         -0.002275          1.219512         1.006098         -0.304878
    -0.003141         0.004858         -0.00514          0.457317         1.402439         -0.243902
    0.006472         -0.000215         -0.00587          0.121951         1.707317         -0.304878
    0.002834         0.007445         -0.009383          1.280488         2.012195         0.182927
    -0.007499         0.011034         -0.012585          1.402439         2.042683         -0.060976
    -0.009319         0.004335         -0.013779          -0.091463         1.585366         -0.945122
    -0.000034         -0.003172         -0.004187          -1.067073         1.097561         -1.402439
    0.011497         -0.00996         -0.002373          -1.128049         0.914634         -1.371951
    0.007049         -0.000937         -0.00307          -0.304878         1.067073         -0.396341
    0.001147         0.000813         0.000083          0.335366         0.884146         -0.243902
    -0.009434         0.005924         0.003387          -0.030488         0.884146         -0.030488
    -0.011649         0.005716         0.005053          -1.189024         0.792683         -0.487805
    -0.002288         -0.000701         0.002675          -1.707317         1.097561         -1.006098
    0.002857         -0.002709         0.000187          -0.884146         1.25         -0.853659
    0.003848         -0.007245         -0.004343          -0.182927         1.280488         -0.853659
    -0.000632         -0.001109         -0.00699          -0.243902         0.97561         -0.365854
    -0.003436         -0.000887         0.004369          -0.853659         0.548781         -0.091463
    0.000767         0.001048         0.005253          -1.219512         0.487805         -0.335366
    0.005692         -0.001115         0.003031          -1.006098         0.457317         -0.518293
    0.00221         0.004382         -0.003825          -0.487805         0.640244         -0.152439
    -0.00331         0.003896         -0.008334          -0.426829         0.548781         -0.091463
    -0.00343         0.00175         -0.002175          -0.670732         0.335366         -0.304878
    -0.001376         -0.00153         0.002362          -1.219512         0.335366         -0.518293
    0.002414         -0.001029         0.003647          -1.432927         0.609756         -0.487805
    0.001346         -0.000237         -0.000598          -1.310976         1.158537         -0.518293
    -0.001658         -0.007026         -0.003603          -1.646342         1.097561         -0.762195
    -0.004451         -0.003081         0.002977          -1.432927         1.006098         -0.762195
    -0.001803         0.001051         -0.002697          -1.737805         1.036585         -0.640244
    -0.003396         -0.000331         0.000577          -1.768293         1.097561         -0.579268
    -0.005256         0.007547         0.001633          -0.853659         1.097561         -0.548781
    -0.00147         0.002718         0.004627          -1.097561         1.158537         -1.189024
    -0.002348         -0.004662         0.004678          -2.103659         1.097561         -1.067073
    0.006911         -0.009784         -0.000945          -2.103659         1.097561         -1.280488
    0.003185         -0.008218         -0.001732          -1.432927         1.097561         -1.006098
    -0.004093         -0.008332         0.000567          -1.006098         1.036585         -0.670732
    -0.005423         0.001147         0.003383          -0.518293         0.640244         -0.304878
    0.000545         0.002089         0.007394          -0.27439         0.670732         -0.457317
    -0.000345         0.006554         0.000056          -0.945122         1.067073         -0.152439
    0.006364         0.002314         -0.00933          -1.219512         1.036585         -0.243902
    0.001185         0.000874         -0.009417          -0.518293         0.548781         -0.213415
    -0.0012         0.00402         -0.004409          -0.27439         0.121951         -0.152439
    -0.000374         -0.005183         -0.000402          -0.609756         -0.091463         -0.487805
    -0.003229         0.002885         0.004171          -0.365854         0.121951         -0.396341
    0.002885         -0.008043         0.003336          -0.731707         0.396341         -0.426829
    -0.003356         0.001573         0.00013          -0.518293         0.70122         0.182927
    -0.006981         -0.001281         0.001276          -1.006098         1.006098         0.121951
    -0.000898         -0.002392         -0.001714          -1.371951         1.128049         -0.213415
    0.004555         0.000235         -0.005668          -1.006098         1.158537         -0.365854
    0.002277         0.000774         -0.006487          -0.304878         0.884146         -0.243902
    0.002994         0.001791         0.002427          0.304878         0.457317         -0.487805
    -0.001511         0.001042         0.010731          -0.060976         0.243902         -0.213415
    -0.001209         -0.00483         0.005655          -0.70122         0.304878         -0.396341
    -0.001944         0.0018         0.000422          -0.518293         0.487805         -0.091463
    0.000789         0.001635         -0.002787          -0.304878         0.426829         0.27439
    0.002389         0.002675         -0.004183          0         0.426829         0.670732
    -0.00512         0.005265         -0.005299          0.030488         0.426829         0.70122
    -0.002729         0.003431         -0.002286          -0.396341         0.457317         -0.152439
    0.001528         -0.004872         0.002468          -0.731707         0.640244         -0.579268
    0.002199         -0.001359         0.000998          -0.823171         0.97561         -0.304878
    -0.002343         0.000475         0.000017          -0.762195         1.158537         -0.396341
    0.001251         -0.004502         0.002748          -0.945122         1.341463         -0.762195
    -0.003101         -0.003016         0.003565          -1.158537         1.402439         -0.884146
    0.001816         -0.002218         -0.001054          -1.006098         1.189024         -0.823171
    0.001062         0.002718         0.001501          -0.152439         0.945122         -0.27439
    0.002608         0.004518         0.000615          0.396341         0.579268         -0.304878
    -0.000648         0.005177         -0.001071          -0.121951         0.518293         0.060976
    -0.005987         -0.000155         -0.002614          -0.731707         0.396341         -0.182927
    -0.001274         -0.002859         -0.000724          -0.396341         0.243902         -0.579268
    0.003473         -0.005998         0.004108          0.121951         0.396341         -0.487805
    0.004536         -0.000501         -0.00062          0.213415         0.457317         0.213415
    -0.001059         0.004091         -0.001668          0.27439         0.426829         0.335366
    -0.001238         0.003664         -0.004459          -0.152439         0.426829         -0.335366
    -0.002162         0.000587         0.000339          -0.609756         0.365854         -0.731707
    0.001981         -0.001874         0.002224          -0.579268         0.213415         -0.670732
    0.000999         0.000649         0.002951          -0.182927         0.365854         -0.121951
    -0.002716         -0.003778         -0.003889          -0.213415         0.548781         -0.121951
    -0.000025         0.001861         -0.003502          -0.091463         0.548781         -0.27439
    -0.004317         0.000707         0.002277          -0.609756         0.548781         -0.640244
    -0.000328         -0.001778         -0.001694          -1.219512         0.548781         -0.670732
    0.001105         -0.002008         0.000598          -0.640244         0.731707         -0.487805
    0.003032         -0.00356         -0.000108          -0.152439         0.853659         -0.365854
    -0.00109         -0.001481         -0.001453          -0.731707         0.97561         0.121951
    -0.001458         0.001941         -0.004874          -1.493902         1.067073         0.030488
    0.004693         -0.006846         -0.001555          -1.25         1.067073         -0.27439
    0.015473         -0.017977         0.005982          0.365854         1.371951         -0.518293
    0.031324         -0.027077         0.013575          2.256098         1.493902         -0.27439
    0.02545         -0.026935         0.005391          5.213415         1.432927         1.52439
    0.022899         -0.001821         0.014469          7.957317         0.457317         3.536585
    0.042147         -0.014348         0.030911          6.890244         -0.213415         4.786585
    0.047194         -0.012064         -0.022732          -1.676829         -2.652439         8.384147
    0.025451         0.008317         -0.02092          -2.896342         -4.786585         10.213415
    0.030322         0.000599         0.0026          -0.97561         -6.646342         9.634147
    0.01371         0.038565         -0.01667          -1.280488         -8.47561         12.012196
    -0.011688         0.078704         0.048188          0.579268         -8.993902         11.52439
    -0.032397         0.09851         0.055933          5.030488         -7.164634         6.95122
    -0.028457         0.069042         0.067012          3.536585         -5.457317         1.768293
    -0.054601         0.098203         0.071969          2.042683         -2.408537         -1.768293
    -0.081962         0.050437         0.02945          2.286585         1.280488         -7.743903
    -0.076117         0.017889         0.000709          3.719512         4.329268         -12.743903
    -0.068315         0.034819         -0.023652          6.280488         7.560976         -16.402439
    -0.087465         0.028246         -0.044898          12.286586         10.365854         -20.54878
    -0.085597         0.02494         -0.05252          18.62805         12.286586         -25.243902
    -0.07922         0.051007         -0.025024          20.304878         13.780488         -29.237806
    -0.053805         0.007993         -0.02373          17.957317         15         -34.329269
    -0.036404         -0.045168         -0.032851          13.993903         16.219513         -36.097561
    -0.035764         -0.068947         -0.072961          10.060976         16.280489         -35.152439
    -0.005759         -0.074103         -0.071454          10.243902         16.036585         -34.359756
    0.026057         -0.076079         -0.047789          17.5         16.829269         -33.902439
    0.052681         -0.087231         -0.008739          23.719513         17.408537         -33.871952
    0.083747         -0.093027         0.010782          23.597561         14.542684         -31.920732
    0.063677         -0.077156         0.01761          17.103659         12.347561         -26.097561
    0.106801         -0.121881         0.023073          8.780488         6.79878         -23.445122
    0.129581         -0.135005         -0.018261          3.75         2.164634         -27.713415
    0.140774         -0.098824         -0.011679          5         -1.310976         -20.70122
    0.127073         0.002191         -0.036882          6.981708         -5.243903         -2.865854
    0.102635         0.044721         0.013268          9.390244         -10.27439         5.731708
    0.043631         0.060972         0.023114          4.817073         -11.310976         16.768293
    0.045257         0.060497         0.039194          -2.195122         -15.152439         24.542683
    0.054955         0.04664         0.04952          -3.079268         -14.420732         28.384148
    0.049433         0.08028         0.073014          0.853659         -14.054878         33.109756
    0.018648         0.065592         0.042005          3.719512         -15.213415         36.25
    -0.006371         0.045637         0.030479          -1.890244         -18.902439         37.225609
    -0.003143         0.008385         0.032391          -16.737804         -16.493902         24.420732
    0.01897         0.033856         0.036264          -19.17683         -14.72561         20.365854
    -0.025254         0.044273         0.049324          -11.006098         -12.896341         23.140244
    -0.018641         0.071356         0.046881          -6.006098         -9.542684         19.268293
    -0.012764         0.096538         0.026177          -4.573171         -7.012195         16.829269
    -0.014118         0.067464         -0.018707          -9.573171         -6.676829         13.719513
    -0.040982         0.051628         -0.033325          -20.42683         -8.719512         12.012196
    -0.090207         0.045209         -0.032129          -25.274391         -8.932927         7.591464
    -0.117674         0.051792         0.034258          -14.847561         -5.731708         -1.52439
    -0.109373         0.018582         0.071938          -0.640244         -0.914634         -9.176829
    -0.104881         -0.00701         0.048566          6.25         5.54878         -13.323171
    -0.114179         -0.003459         -0.006069          9.237805         11.768293         -16.79878
    -0.111655         0.004069         -0.059738          9.237805         15.884147         -20.670732
    -0.079168         -0.004558         -0.104822          10.97561         18.262196         -24.939026
    -0.041459         -0.030209         -0.115303          16.067074         19.085367         -26.890245
    -0.033363         0.026614         -0.063727          25.640245         19.390244         -27.530489
    -0.013409         0.046682         0.024214          33.384148         20.518293         -30.945122
    0.044156         -0.005623         0.071129          32.195122         21.006098         -35.548782
    0.105051         -0.129694         0.054169          19.237804         20.487804         -35.884148
    0.11158         -0.125435         0.004077          8.04878         20.365854         -28.567074
    0.07149         -0.062262         -0.036973          3.932927         18.445122         -20.884148
    0.041567         -0.076372         -0.029187          1.097561         16.829269         -19.664635
    0.018215         -0.069105         0.013955          -5.884147         15.121952         -15.518293
    -0.007108         -0.028526         0.004914          -14.02439         15.97561         -10.518293
    -0.030882         -0.014618         -0.05896          -12.22561         16.25         -8.506098
    -0.034861         -0.018921         -0.069824          -0.731707         14.756098         -7.743903
    -0.025936         0.052637         -0.037695          5.182927         11.707317         -4.481708
    -0.019772         0.089961         -0.026445          2.103659         7.865854         -3.628049
    -0.003708         0.040328         -0.038734          -0.853659         3.810976         -6.310976
    0.01676         0.019958         -0.031964          -0.884146         -0.243902         -6.890244
    0.015166         0.019872         -0.00604          1.280488         -3.414634         -6.707317
    0.023851         0.005351         -0.005223          5.030488         -6.097561         -8.810976
    0.064394         -0.022868         0.035861          1.615854         -9.817074         -10.152439
    0.090577         -0.127278         0.215408          -13.47561         -7.439024         -7.103659
    0.033009         -0.028776         0.06842          -14.664635         -0.97561         0.579268
    -0.021054         -0.025364         0.002587          -3.384146         0.731707         1.432927
    0.014602         0.040255         0.012226          -4.573171         0.884146         2.652439
    -0.000232         0.026736         -0.027328          -9.176829         -0.243902         4.054878
    0.00958         -0.006151         -0.037683          -11.402439         -4.664634         4.207317
    0.02739         -0.055897         -0.039912          -12.743903         -9.115854         6.981708
    0.050819         -0.025577         0.032914          -9.72561         -11.067074         10.457317
    0.029131         0.028366         0.075745          -2.347561         -10.091464         13.902439
    0.014125         0.035584         0.055909          2.317073         -8.841464         13.414635
    0.000168         0.040186         0.037891          -1.341463         -7.591464         14.115854
    -0.001038         0.023164         0.001797          -12.621951         -8.810976         14.420732
    -0.014307         0.046461         -0.011257          -19.847561         -8.323171         14.237805
    -0.019063         0.048106         0.011111          -8.536586         -4.817073         10.335366
    -0.035367         0.077352         0.041897          10         0.335366         5.70122
    -0.056419         0.080827         0.031955          14.420732         4.45122         0.457317
    -0.080877         0.047279         -0.014084          6.371952         6.463415         -4.45122
    -0.098296         0.066143         -0.052283          -3.109756         8.719512         -9.695122
    -0.078832         -0.023257         -0.096123          -2.378049         10.884147         -14.756098
    -0.058183         0.016746         -0.078852          7.347561         11.676829         -18.140244
    -0.057679         -0.007111         -0.051753          13.109756         11.981708         -20.457317
    -0.071338         -0.007056         -0.033786          11.585366         11.707317         -21.646341
    -0.044571         -0.074785         -0.020583          7.560976         12.042684         -23.475611
    -0.00343         -0.07018         0.00033          3.47561         12.743903         -21.859756
    0.004678         -0.097355         -0.037822          3.414634         14.054878         -18.597561
    0.020734         -0.072415         -0.046664          10.182927         13.414635         -15.97561
    0.012291         -0.027463         -0.068972          14.359756         11.432927         -12.652439
    0.042254         -0.022947         -0.01924          14.969513         7.317073         -11.890244
    0.05978         -0.028514         -0.025157          10.121951         3.262195         -9.207317
    0.088644         -0.051718         0.038273          4.146341         -1.554878         -5.426829
    0.125017         -0.090593         0.07554          -2.378049         -4.72561         -1.158537
    0.131068         -0.016224         0.079963          -3.231707         -6.920732         5.914634
    0.095284         0.026083         0.108697          -1.25         -7.5         9.29878
    0.079938         0.000945         0.08227          -7.926829         -9.817074         12.134147
    0.044419         0.110131         0.102925          -14.115854         -8.04878         15.243903
    0.047254         0.084589         0.070817          -18.932928         -5.487805         11.554878
    0.029796         0.100093         0.00763          -22.591463         -0.213415         8.170732
    -0.014054         0.071481         -0.053076          -17.957317         6.615854         2.317073
    -0.063782         0.085114         -0.021562          -3.719512         14.237805         -7.134147
    -0.068604         0.103052         0.014391          2.743902         19.847561         -17.317074
    -0.06211         0.015645         -0.019347          -3.47561         23.140244         -24.756098
    -0.064532         -0.040218         -0.079149          -9.085366         23.353659         -26.920732
    -0.075649         -0.071237         -0.094765          -4.359756         21.585367         -27.987806
    -0.063644         -0.081404         -0.063507          8.963415         18.506098         -29.908537
    -0.046228         -0.065514         -0.05979          14.542684         13.841464         -27.408537
    -0.035224         -0.024481         -0.06248          12.77439         7.317073         -24.512196
    -0.003375         -0.095171         -0.0535          9.969512         -0.396341         -22.439026
    0.024058         -0.099574         -0.056277          5.152439         -7.77439         -16.067074
    0.034676         -0.093722         -0.01299          0.548781         -14.634147         -9.573171
    0.073639         -0.132985         0.166366          -4.573171         -16.25         -4.359756
    0.036255         -0.071232         0.124304          -1.859756         -9.146341         3.689024
    0.003223         0.018405         0.036162          3.780488         -6.646342         9.878049
    0.027774         0.063357         -0.015797          -1.829268         -6.615854         12.896341
    0.036281         0.086232         -0.040958          -8.871951         -8.292683         14.359756
    0.040744         0.054923         -0.014017          -11.829268         -9.481708         14.481708
    0.039626         0.035736         -0.003596          -12.865854         -10.823171         15.884147
    0.026428         0.055932         0.052592          -12.530488         -10.792684         15.487805
    0.007275         0.096894         0.080159          -10.54878         -7.134147         11.280488
    -0.006875         0.058961         0.061588          -9.146341         -2.621951         6.829268
    -0.026789         0.047169         -0.000339          -9.664635         0.548781         3.75
    -0.060885         0.06         -0.027419          -10.54878         2.865854         -1.158537
    -0.102614         0.034524         -0.01842          -5.365854         5.54878         -7.042683
    -0.11256         0.03133         -0.006728          -1.585366         8.04878         -11.829268
    -0.111337         0.052408         -0.053625          -1.890244         10.426829         -16.036585
    -0.103327         0.005012         -0.066728          -2.134146         11.097561         -20
    -0.102584         0.03233         -0.042249          2.439024         12.804878         -22.957317
    -0.077184         -0.047378         -0.023643          5.426829         14.542684         -26.432928
    -0.031474         -0.03634         -0.008954          3.292683         16.341463         -26.554878
    -0.005453         -0.070088         -0.043882          -1.371951         17.012196         -26.890245
    0.024935         -0.013297         -0.072019          -2.378049         15.060976         -26.768293
    0.05276         -0.058294         -0.003123          0.914634         12.896341         -25.42683
    0.096896         -0.15894         0.004728          -6.920732         7.621952         -26.280489
    0.222048         -0.286136         0.037571          -38.780487         -1.219512         -21.829269
    0.199513         -0.144924         0.03201          -37.743904         1.341463         -6.006098
    0.16215         -0.108518         0.154514          3.567073         6.79878         2.22561
    0.17386         0.070022         0.181033          9.72561         13.292684         8.506098
    0.083815         0.080236         0.022952          -13.963415         16.890244         12.865854
    -0.020839         -0.009249         0.006447          -42.317074         18.140244         17.774391
    -0.079562         -0.013844         -0.020037          -72.621956         24.847561         19.085367
    -0.168337         0.017636         -0.12853          -71.554878         32.103661         15.121952
    -0.161232         0.022898         -0.145402          -28.871952         31.95122         10.060976
    -0.120392         0.127107         -0.098158          9.573171         29.908537         6.79878
    -0.085767         0.129615         -0.120323          10.945122         23.810976         3.780488
    -0.065879         0.074981         -0.121844          8.628049         15.213415         -0.121951
    -0.02868         0.028149         -0.105483          13.04878         6.219512         -4.756098
    -0.007905         0.013144         -0.073449          18.62805         -2.347561         -7.042683
    -0.000074         0.008953         -0.012861          19.085367         -10.030488         -8.841464
    0.01498         -0.02272         0.030532          7.195122         -15.579268         -10
    0.031125         -0.100794         0.028332          -5.670732         -18.20122         -10.335366
    0.035837         -0.104463         0.038876          -3.292683         -17.560976         -8.536586
    0.029842         -0.051344         0.042234          4.634147         -15.792684         -5.030488
    0.024459         -0.020177         0.052537          8.262196         -14.146341         -2.865854
    0.023278         0.042452         0.077576          8.993902         -11.585366         -2.926829
    0.011787         0.044899         0.069874          5.762195         -9.634147         -3.871951
    0.002398         0.037287         0.058438          1.585366         -7.652439         -5.792683
    -0.008238         0.073189         0.0405          4.908537         -5.609756         -7.896342
    -0.007371         0.074762         0.009939          13.536586         -4.603659         -12.926829
    0.003868         0.083442         0.102287          15.54878         -4.115854         -17.103659
    0.006806         -0.075043         0.138666          -3.506098         0.426829         -18.506098
    -0.039282         -0.021362         0.027144          -7.713415         7.621952         -16.341463
    -0.053105         -0.00791         -0.00641          8.536586         12.835366         -20.213415
    -0.011039         -0.02918         -0.027589          16.524391         15.487805         -22.621952
    -0.020355         0.018062         -0.082032          17.682928         15.365854         -19.17683
    -0.033666         -0.014652         -0.074219          19.512196         12.835366         -18.963415
    -0.030449         0.014841         -0.051172          20.243902         10.152439         -19.420732
    -0.029828         -0.016252         -0.028243          17.652439         7.713415         -20.304878
    -0.012534         -0.027259         -0.004821          13.47561         6.585366         -20.152439
    -0.006316         -0.03255         -0.000536          11.158537         6.585366         -16.524391
    0.014088         -0.083071         -0.016835          11.646341         8.414635         -15.213415
    0.017129         -0.053566         -0.047843          16.219513         8.963415         -11.219513
    0.019563         -0.02254         -0.037884          25.152439         8.902439         -7.195122
    0.043971         0.013218         -0.005893          30.640245         6.52439         -4.237805
    0.057833         -0.006809         0.027707          20.335367         2.469512         -0.670732
    0.053493         -0.014822         0.017674          0.97561         -1.310976         4.085366
    0.039083         -0.012443         -0.011838          -7.591464         -4.054878         8.109756
    0.057048         -0.024799         -0.00322          -6.79878         -5.884147         10.091464
    0.073763         -0.035659         0.004651          -2.195122         -6.890244         13.506098
    0.051979         0.010926         0.038291          2.439024         -7.713415         18.963415
    0.034748         0.05542         0.040789          -0.457317         -8.689025         21.341463
    0.042837         0.034961         0.023256          -8.231708         -10.365854         21.615854
    0.057903         0.036758         0.033253          -12.560976         -11.554878         22.164635
    0.036166         0.057727         0.022892          -11.79878         -11.890244         23.871952
    0.032448         0.028799         0.019485          -7.317073         -12.22561         21.463415
    0.030451         0.015812         0.046448          -5.426829         -12.042684         21.219513
    0.015181         0.067533         0.051416          -8.079268         -10.670732         21.12805
    -0.008754         0.076487         0.041914          -12.347561         -9.237805         18.140244
    0.007255         0.015096         0.050133          -14.329268         -7.073171         11.859756
    -0.00904         0.048014         0.027411          -13.902439         -3.719512         10.121951
    -0.017583         0.008333         -0.019868          -15.060976         -2.560976         7.22561
    -0.029887         0.013893         -0.049488          -14.481708         -3.018293         5.609756
    -0.057503         0.016388         -0.049942          -10.091464         -3.841464         3.567073
    -0.046003         0.054712         0.008288          -3.963415         -4.02439         -1.341463
    -0.050474         0.037324         0.00956          -1.280488         -2.652439         -5.426829
    -0.06284         0.017555         0.007453          -2.164634         -1.646342         -8.384147
    -0.085233         0.005059         0.001665          -1.219512         1.585366         -11.920732
    -0.088694         0.005024         -0.010386          1.615854         5         -17.469513
    -0.061971         0.002066         -0.009286          1.463415         7.804878         -22.195122
    -0.042936         0.008879         -0.030866          1.920732         11.006098         -26.097561
    -0.026927         -0.005006         -0.038755          7.073171         13.658537         -29.634148
    -0.016464         -0.029395         -0.037059          11.310976         15.396342         -31.707317
    -0.029186         -0.033282         -0.034725          9.176829         15.579268         -32.957317
    -0.01456         -0.054946         -0.036569          5.426829         15.640244         -33.932926
    0.005735         -0.075988         -0.01988          5.457317         15.731708         -32.92683
    0.02451         -0.098486         -0.024303          9.02439         15.457317         -30.70122
    0.018436         -0.077226         -0.009872          14.207317         15         -25.853659
    0.032913         -0.080726         -0.009851          14.542684         13.079268         -22.591463
    0.025158         -0.027081         -0.022138          10.030488         10.365854         -16.859756
    0.009384         -0.004477         0.004164          6.676829         7.408537         -12.896341
    0.028015         -0.032097         -0.007411          1.859756         4.29878         -11.280488
    0.037061         -0.04267         -0.009835          -3.414634         1.158537         -5.792683
    0.044492         -0.032183         0.008538          -2.835366         -0.823171         -1.737805
    0.041649         0.004918         0.031245          0.091463         -1.615854         2.042683
    0.014374         0.061942         0.043746          3.323171         -0.487805         4.207317
    0.004272         0.067132         0.040661          4.268293         1.036585         2.5
    -0.00127         0.075385         0.024325          1.615854         2.22561         1.432927
    -0.003164         0.047417         0.00364          -1.737805         2.408537         -0.609756
    0.002937         0.013325         0.000568          -2.103659         2.286585         -1.95122
    -0.001166         -0.011215         -0.001889          -0.823171         1.981707         -1.463415
    -0.007964         -0.016589         0.002786          0.457317         1.707317         -0.365854
    -0.009105         0.000596         0.000666          0.213415         1.585366         0.670732
    -0.002402         0.000086         0.003658          0.121951         1.585366         0.762195
    0.001008         0.016475         0.007418          0.762195         1.52439         1.402439
    -0.00349         0.023532         -0.003636          1.189024         1.798781         1.798781
    -0.002401         0.016677         -0.01033          1.341463         1.585366         1.158537
    0.003157         0.011584         -0.005335          0.487805         1.280488         0.457317
    0.007408         -0.001866         -0.002315          -0.457317         0.70122         0.213415
    0.010419         -0.003251         0.003617          0.335366         0.426829         0.579268
    0.002671         0.005993         0.009534          1.219512         0.579268         1.097561
    -0.002941         0.014365         0.000791          1.280488         0.792683         0.70122
    -0.007822         0.012273         -0.006398          0.762195         0.670732         0.182927
    -0.003328         -0.00522         -0.007072          -0.060976         0.335366         -0.579268
    0.004955         -0.010622         0.00528          -0.426829         0.152439         -0.518293
    0.004159         -0.015529         0.00481          0.213415         0.335366         -0.304878
    0.003913         -0.007149         0.002481          0.518293         0.945122         -0.213415
    -0.001166         0.007952         -0.008367          -0.152439         1.310976         0
    -0.007769         0.004995         -0.01099          -0.121951         1.341463         -0.27439
    -0.003871         0.012785         0.001364          -0.487805         0.731707         -0.152439
    0.004715         0.004173         0.008122          -0.792683         0.426829         -0.640244
    0.003577         -0.000177         0.016068          -0.670732         0.487805         -0.670732
    -0.003388         0.00064         -0.000231          -0.579268         0.792683         -0.670732
    -0.004664         -0.003785         -0.009169          -0.579268         0.640244         -0.853659
    -0.002169         -0.001661         -0.004015          -0.609756         0         -0.853659
    0.002367         -0.00504         0.002061          -1.158537         -0.487805         -1.158537
    0.002675         -0.001883         0.004579          -0.97561         -0.914634         -0.792683
    -0.001181         0.002595         0.011475          0.091463         -1.097561         -0.670732
    -0.00446         0.000513         0.013282          0.487805         -0.609756         -0.609756
    -0.005131         0.001973         0.003008          0.213415         -0.213415         -0.487805
    -0.001956         -0.001351         0.001625          0.548781         0.030488         -0.823171
    -0.000588         0.001263         -0.00827          0.579268         0.27439         -0.640244
    -0.00008         -0.002896         -0.01228          0.426829         0.213415         -0.335366
    0.004038         0.002566         -0.00416          0.792683         -0.030488         -0.27439
    0.006746         -0.004588         0.001945          0.243902         -0.213415         -0.304878
    0.006373         -0.002694         0.008002          0.335366         -0.213415         -0.182927
    0.002755         0.003314         -0.00102          0.70122         -0.060976         0.091463
    -0.00014         0.004995         -0.003355          1.067073         -0.060976         0.060976
    0.000865         0.006144         -0.005419          0.548781         0         0
    -0.00048         0.007845         -0.008046          0.152439         -0.091463         -0.152439
    -0.002923         0.001003         -0.002726          0.152439         -0.182927         -0.426829
    0.000786         0.003732         0.006218          -0.487805         -0.213415         -0.518293
    0.000043         0.001228         0.004974          -0.670732         0         -0.762195
    0.001597         -0.003705         0.003979          -0.792683         0.457317         -0.945122
    -0.00009         -0.002183         -0.000528          -0.70122         0.731707         -0.884146
    -0.002025         -0.003114         -0.008235          -0.548781         0.579268         -0.792683
    -0.00162         0.00415         -0.004049          -0.884146         0.335366         -0.548781
    -0.00071         0.004492         -0.002262          -1.341463         0.304878         -0.884146
    0.002948         -0.000313         -0.006888          -1.341463         0.152439         -1.341463
    0.006264         -0.002203         0.002888          -1.615854         0.091463         -1.707317
    0.007551         -0.00606         0.01149          -1.219512         0.121951         -1.585366
    -0.003335         0.004137         0.00763          -1.006098         0.365854         -1.189024
    -0.006769         0.000966         0.003955          -1.432927         0.213415         -1.463415
    -0.0019         -0.003329         0.001992          -1.158537         0.27439         -1.859756
    -0.00152         -0.010085         -0.002898          -1.036585         0.091463         -1.646342
    -0.001411         -0.007873         0.003345          -0.182927         -0.243902         -0.853659
    0.00102         0.003858         0.007364          0.853659         -0.182927         -0.182927
    -0.001528         0.008555         0.003743          0.487805         -0.091463         0.152439
    -0.00298         0.007821         -0.005209          -0.152439         -0.091463         -0.152439
    0.000155         0.003327         -0.002409          -0.304878         -0.243902         -0.609756
    0.000124         -0.006909         0.000807          -0.091463         -0.182927         -0.670732
    0.003224         -0.008847         -0.000331          0.27439         0.091463         -0.457317
    0.002775         -0.007273         -0.000265          0.030488         0.426829         -0.030488
    0.001048         0.003166         -0.00861          -0.304878         0.426829         0.426829
    0.000057         0.011322         -0.002982          -0.030488         0.243902         0.426829
    0.001413         0.016284         -0.001409          0.487805         0.396341         -0.030488
